138.000000	18.000000	696.000000	80.000000	
98.000000	65.000000	764.000000	124.000000	
119.000000	126.000000	759.000000	179.000000	
188.000000	171.000000	394.000000	228.000000	
53.000000	275.000000	262.000000	331.000000	
390.000000	715.000000	514.000000	763.000000	
390.000000	780.000000	514.000000	825.000000	
64.000000	1054.000000	798.000000	1107.000000	
132.000000	1102.000000	826.000000	1163.000000	
61.000000	1158.000000	824.000000	1217.000000	
32.000000	1220.000000	826.000000	1278.000000	
33.000000	1290.000000	825.000000	1340.000000	
32.000000	1339.000000	826.000000	1395.000000	
370.000000	1950.000000	492.000000	1988.000000	
392.000000	1994.000000	472.000000	2032.000000	
178.000000	2139.000000	682.000000	2193.000000	
112.000000	2206.000000	828.000000	2256.000000	
38.000000	2259.000000	827.000000	2312.000000	
34.000000	2328.000000	828.000000	2382.000000	
33.000000	2384.000000	826.000000	2433.000000	
32.000000	2448.000000	827.000000	2508.000000	
32.000000	2504.000000	826.000000	2561.000000	
32.000000	2577.000000	826.000000	2629.000000	
50.000000	2790.000000	380.000000	2843.000000	
53.000000	2846.000000	819.000000	2918.000000	
78.000000	2893.000000	818.000000	2952.000000	
115.000000	2956.000000	802.000000	3013.000000	
117.000000	3009.000000	758.000000	3053.000000	
32.000000	3146.000000	827.000000	3202.000000	
33.000000	3229.000000	826.000000	3279.000000	
36.000000	3287.000000	826.000000	3336.000000	
34.000000	3344.000000	816.000000	3400.000000	
33.000000	3427.000000	826.000000	3476.000000	
33.000000	3460.000000	826.000000	3501.000000	
98.000000	3593.000000	824.000000	3654.000000	
32.000000	3656.000000	826.000000	3721.000000	
36.000000	3722.000000	424.000000	3779.000000	
114.000000	3857.000000	812.000000	3908.000000	
53.000000	3925.000000	786.000000	3979.000000	
36.000000	3994.000000	816.000000	4045.000000	
34.000000	4064.000000	748.000000	4108.000000	
30.000000	4129.000000	802.000000	4179.000000	
33.000000	4195.000000	810.000000	4242.000000	
34.000000	4262.000000	630.000000	4311.000000	
53.000000	4388.000000	320.000000	4436.000000	
53.000000	4511.000000	225.000000	4564.000000	
110.000000	4571.000000	342.000000	4626.000000	
110.000000	4644.000000	684.000000	4706.000000	
112.000000	4783.000000	588.000000	4827.000000	
188.000000	4815.000000	587.000000	4864.000000	
194.000000	4854.000000	523.000000	4983.000000	
194.000000	5134.000000	626.000000	5292.000000	
58.000000	5331.000000	264.000000	5385.000000	
110.000000	5879.000000	698.000000	5934.000000	
212.000000	5986.000000	514.000000	6029.000000	
246.000000	6401.000000	587.000000	6518.000000	
36.000000	6634.000000	262.000000	6684.000000	
34.000000	6763.000000	264.000000	6811.000000	
32.000000	6827.000000	518.000000	6894.000000	
32.000000	6889.000000	692.000000	6956.000000	
52.000000	6953.000000	544.000000	7008.000000	
32.000000	7107.000000	322.000000	7153.000000	
32.000000	7146.000000	314.000000	7200.000000	
32.000000	7209.000000	596.000000	7286.000000	
34.000000	7281.000000	824.000000	7351.000000	
34.000000	7320.000000	651.000000	7376.000000	
53.000000	7453.000000	523.000000	7492.000000	
32.000000	7590.000000	322.000000	7644.000000	
33.000000	7664.000000	264.000000	7730.000000	
34.000000	7722.000000	587.000000	7778.000000	
33.000000	7784.000000	770.000000	7838.000000	
52.000000	7849.000000	544.000000	7894.000000	
32.000000	7993.000000	244.000000	8038.000000	
34.000000	8055.000000	264.000000	8103.000000	
34.000000	8115.000000	596.000000	8186.000000	
32.000000	8177.000000	731.000000	8247.000000	
32.000000	8228.000000	706.000000	8297.000000	
32.000000	8397.000000	392.000000	8439.000000	
32.000000	8433.000000	392.000000	8486.000000	
32.000000	8495.000000	587.000000	8576.000000	
46.000000	8555.000000	596.000000	8612.000000	
52.000000	8618.000000	523.000000	8662.000000	
33.000000	8721.000000	826.000000	8770.000000	
33.000000	8752.000000	827.000000	8804.000000	
32.000000	8815.000000	826.000000	8869.000000	
34.000000	8885.000000	826.000000	8937.000000	
32.000000	8934.000000	682.000000	8988.000000	
53.000000	9062.000000	263.000000	9105.000000	
53.000000	9172.000000	265.000000	9216.000000	
53.000000	9194.000000	628.000000	9246.000000	
100.000000	9273.000000	625.000000	9319.000000	
110.000000	9328.000000	615.000000	9381.000000	
33.000000	9470.000000	827.000000	9522.000000	
32.000000	9529.000000	801.000000	9585.000000	
30.000000	9593.000000	698.000000	9645.000000	
221.000000	9658.000000	660.000000	9698.000000	
56.000000	9743.000000	748.000000	9792.000000	
53.000000	9790.000000	824.000000	9843.000000	
45.000000	9851.000000	826.000000	9906.000000	
32.000000	9893.000000	828.000000	9952.000000	
80.000000	10068.000000	752.000000	10121.000000	
46.000000	10120.000000	818.000000	10172.000000	
53.000000	10164.000000	818.000000	10217.000000	
152.000000	10239.000000	713.000000	10284.000000	
186.000000	10300.000000	673.000000	10353.000000	
254.000000	10367.000000	624.000000	10412.000000	
226.000000	10425.000000	634.000000	10467.000000	
53.000000	10522.000000	826.000000	10560.000000	
33.000000	10557.000000	826.000000	10607.000000	
38.000000	10629.000000	826.000000	10672.000000	
32.000000	10696.000000	792.000000	10734.000000	
32.000000	10953.000000	827.000000	10996.000000	
32.000000	11019.000000	826.000000	11065.000000	
568.000000	11064.000000	826.000000	11106.000000	
34.000000	11093.000000	550.000000	11135.000000	
32.000000	11127.000000	546.000000	11183.000000	
244.000000	11215.000000	475.000000	11261.000000	
182.000000	11277.000000	406.000000	11313.000000	
0.000000	11339.000000	196.000000	11386.000000	
336.000000	11859.000000	780.000000	11903.000000	
338.000000	11929.000000	780.000000	11971.000000	
